title,content,source,publishedAt,url,Overall Sentiment,Positive Sentiment,Neutral Sentiment,Negative Sentiment
"This Nintendo Switch bundle is in stock at GameStop, but won't be for long","TL;DR: This Nintendo Switch bundle is in stock at GameStop as of July 2, but it'll surely sell out soon it comes with a Pro Controller, as well as three games in addition to the handheld console.
Pe… [+1015 chars]","{'id': 'mashable', 'name': 'Mashable'}",2020-07-02 13:40:32,https://mashable.com/shopping/july-2-nintendo-switch-bundle/,0,0.01,0.95,0.04
Mexico's Famsa says to miss payments on stock certificates - Reuters,"MEXICO CITY, July 2 (Reuters) - Mexican retailer Grupo Famsa said on Thursday that due to events linked to its savings bank unit it will not carry out payment today of principal and interest on two c… [+369 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-02 16:26:00,https://www.reuters.com/article/grupo-famsa-certificates-idUSL1N2E91H4,0,0.06,0.76,0.18
US stock funds shed $4.6 billion in week - Lipper - Reuters,"July 2 (Reuters) - U.S.-based stock funds in the week ended wednesday posted a $4.6 billion outflow, Lipper data showed on Thursday. 
Taxable bond funds attracted $5.6 billion, the twelfth straight … [+160 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-02 19:31:00,https://www.reuters.com/article/usa-investments-mutualfunds-idUSL1N2E91ZG,0,0.0,1.0,0.0
BRIEF-Atreca Files For Shelf Of Up To 9.5 Million Shares Of Class A Common Stock By Selling Stockholders - Reuters,"July 2 (Reuters) - Atreca Inc: 
* ATRECA INC FILES FOR SHELF OF UP TO 9.5 MILLION SHARES OF CLASS A COMMON STOCK BY SELLING STOCKHOLDERS - SEC FILING Further company coverage:","{'id': 'reuters', 'name': 'Reuters'}",2020-07-02 21:34:00,https://www.reuters.com/article/brief-atreca-files-for-shelf-of-up-to-95-idUSFWN2E90VX,0,0.0,1.0,0.0
BRIEF-Sun BioPharma Applies To List Shares Of Common Stock On NASDAQ Capital Market Under Symbol 'SNBP' - Reuters,"July 2 (Reuters) - Sun Biopharma Inc: 
* SUN BIOPHARMA INC - HAVE APPLIED TO LIST SHARES OF COMMON STOCK ON NASDAQ CAPITAL MARKET UNDER SYMBOL ""SNBP"" Source text (bit.ly/3ip8v50) Further company cov… [+5 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-02 22:34:00,https://www.reuters.com/article/brief-sun-biopharma-applies-to-list-shar-idUSFWN2E90WF,0,0.0,1.0,0.0
BRIEF-Voxeljet AG Receives Cure Letter From New York Stock Exchange - Reuters,"July 2 (Reuters) - Voxeljet AG: 
* VOXELJET AG RECEIVES CURE LETTER FROM NEW YORK STOCK EXCHANGE 
* VOXELJET AG - RECEIVED A NOTICE LETTER FROM NYSE THAT CO HAS REGAINED FULL COMPLIANCE WITH NYSE’S… [+132 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-03 00:59:00,https://www.reuters.com/article/brief-voxeljet-ag-receives-cure-letter-f-idUSASN0008XJ,0,0.01,0.99,0.0
London Stock Exchange's FTSE Russell joins Libor replacement race - Reuters,"LONDON (Reuters) - London Stock Exchange (LSE.L) index compiler FTSE Russell began publishing forward-looking interest rates on Monday, entering a four-way race for a new market opened up by the scra… [+1531 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-06 08:03:00,https://www.reuters.com/article/us-lse-libor-idUSKBN2470U4,0,0.0,1.0,0.0
"Uber confirms it is acquiring Postmates in an all-stock, $2.65B deal","Competition continues to heat up in the food delivery wars. In the latest development, Uber today announced that it has acquired Postmates in a $2.65 billion, all-stock deal. It plans to run the busi… [+4315 chars]","{'id': 'techcrunch', 'name': 'TechCrunch'}",2020-07-06 12:08:17,http://techcrunch.com/2020/07/06/uber-takes-out-postmates/,0,0.2,0.79,0.01
"Sore Over Losing Grubhub, Uber Scoops Up Postmates for $2.7 Billion","Well, its official nowUber is expanding its presence in the food delivery game. After severalrumors last week, Uber announced today that it bought food-delivery app Postmates for $2.65 billion in an … [+2813 chars]","{'id': None, 'name': 'Gizmodo.com'}",2020-07-06 14:42:00,https://gizmodo.com/sore-over-losing-grubhub-uber-scoops-up-postmates-for-1844277501,-1,0.0,0.0,1.0
These are the 10 most popular stocks on Robinhood over the past week,"Reuters / Brendan McDermid<ul><li>Robinhood, the zero-commission brokerage platform that is popular with millenials, has seen a surge in trading volume as the market entered a volatile period due to … [+7658 chars]","{'id': 'business-insider', 'name': 'Business Insider'}",2020-07-06 17:55:00,https://markets.businessinsider.com/news/stocks/robinhood-stocks-most-popular-buying-past-week-traders-market-top-2020-7-1029369890#,0,0.37,0.6,0.03
"Equitrans' stock spikes after court ruling, rival project canceled - Reuters",(Reuters) - Equitrans Midstream Corp’s shares spiked 15% on Tuesday following a favorable court ruling that should help the company finish its U.S. Mountain Valley natural gas pipeline and the cancel… [+1795 chars],"{'id': 'reuters', 'name': 'Reuters'}",2020-07-07 17:45:00,https://www.reuters.com/article/us-equitrans-mountain-valley-idUSKBN2482NC,-1,0.0,0.05,0.95
"Want an Oculus Quest? It's in stock, but inventories are limited - CNET","Sarah Tew/CNET
The Oculus Quest, the runaway hit VR headset that's been largely unavailable from any retailer since the holidays, is finally coming back in stock. That's great news for VR fans. The … [+3209 chars]","{'id': None, 'name': 'CNET'}",2020-07-07 20:49:00,https://www.cnet.com/news/almost-impossible-to-get-oculus-quest-back-in-stock-at-amazon-b-and-h/,0,0.01,0.94,0.05
BRIEF-Precipio Inc Files For Offering 4.5 Million Shares Of Common Stock By Selling Stockholder - Reuters,"July 7 (Reuters) - Precipio Inc: 
* PRECIPIO INC FILES FOR OFFERING 4.5 MILLION SHARES OF COMMON STOCK BY SELLING STOCKHOLDER - SEC FILING Source text: [ID:bit.ly/31VeXeg] Further company coverage:","{'id': 'reuters', 'name': 'Reuters'}",2020-07-07 21:41:00,https://www.reuters.com/article/brief-precipio-inc-files-for-offering-45-idUSFWN2EE10J,0,0.0,0.99,0.01
BRIEF-89Bio Announces Pricing Of Upsized Public Offering Of Common Stock - Reuters India,"July 8 (Reuters) - 89Bio Inc: 
* 89BIO ANNOUNCES PRICING OF UPSIZED PUBLIC OFFERING OF COMMON STOCK 
* 89BIO INC-PRICING OF AN UPSIZED UNDERWRITTEN PUBLIC OFFERING OF 2,649,600 SHARES OF ITS COMMON… [+101 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-08 01:35:00,https://in.reuters.com/article/brief-89bio-announces-pricing-of-upsized-idINASA00W3K,0,0.0,0.99,0.01
Breakingviews - This Chinese stock pop has firmer fundamentals - Reuters,"HONG KONG (Reuters Breakingviews) - China’s latest stock pop mixes the bitter with the sweet. Indexes have spiked to levels not seen since 2015, and leverage is rising, adding to fears of a crash. We… [+2751 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-08 04:56:00,https://www.reuters.com/article/us-china-stocks-close-breakingviews-idUSKBN2490I1,0,0.0,0.99,0.01
BRIEF-Hainan Huluwa Pharmaceutical's Trading Of Shares To Debut On July 10 In Shanghai Stock Exchange - Reuters,"July 8 (Reuters) - Hainan Huluwa Pharmaceutical Group Co Ltd 
* HAINAN HULUWA PHARMACEUTICAL GROUP CO LTD SAYS TRADING OF SHARES TO DEBUT ON JULY 10 IN SHANGHAI STOCK EXCHANGE Source text in Chinese… [+49 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-08 11:27:00,https://www.reuters.com/article/brief-hainan-huluwa-pharmaceuticals-trad-idUSP8N2E901P,0,0.0,1.0,0.0
Wayfair wins dismissal of stock drop lawsuit - Reuters.com,Online home goods retailer Wayfair Inc has won the dismissal of a proposed class action accusing the company and its officers of inflating its stock price by concealing weakening demand and rising ad… [+266 chars],"{'id': 'reuters', 'name': 'Reuters'}",2020-07-08 23:13:00,https://www.reuters.com/article/securities-wayfair-idUSL1N2EF2Q9,-1,0.01,0.34,0.65
Exclusive: Cryptocurrency exchange Coinbase readies stock market listing: sources - Reuters,"(Reuters) - Coinbase Inc has initiated preparations for a stock market listing that could come as early as this year, making it the first major U.S. cryptocurrency exchange to go public, according to… [+1022 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-09 13:31:00,https://www.reuters.com/article/us-coinbase-ipo-exclusive-idUSKBN24A21W,0,0.0,1.0,0.0
BRIEF-Honliv Healthcare Management Group Expects Dealing In Shares On Stock Exchange To Commence On July 13 - Reuters,"July 9 (Reuters) - Honliv Healthcare Management Group Co Ltd : 
* DEALING IN CO’S SHARES ON STOCK EXCHANGE EXPECTED TO COMMENCE ON MONDAY, JULY 13 Source text for Eikon: Further company coverage: (R… [+32 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-09 14:49:00,https://www.reuters.com/article/brief-honliv-healthcare-management-group-idUSFWN2EG0FO,0,0.0,0.99,0.01
How to Match Your Kid With a Bike That Fits,"It used to be that when it was time to buy my son a new bike, wed take him to the store and let him try a couple out. Usually just him sitting on one for a few moments was enough to tell us if a bike… [+3921 chars]","{'id': None, 'name': 'Lifehacker.com'}",2020-07-09 15:00:00,https://offspring.lifehacker.com/how-to-match-your-kid-with-a-bike-that-fits-1844309390,0,0.03,0.96,0.01
Tesla appears poised to electrify S&P 500 - Reuters,"(Reuters) - Wall Street’s most controversial stock may be about to go mainstream. 
Tesla Inc appears on the verge of joining the S&amp;P 500, a major accomplishment for Chief Executive Officer Elon … [+4139 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-09 19:48:00,https://www.reuters.com/article/us-tesla-stocks-s-p-500-analysis-idUSKBN24A34D,0,0.0,1.0,0.0
Tesla appears poised to electrify S&P 500 - Reuters India,"(Reuters) - Wall Street’s most controversial stock may be about to go mainstream. 
Tesla Inc appears on the verge of joining the S&amp;P 500, a major accomplishment for Chief Executive Officer Elon … [+4139 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-09 19:57:00,https://in.reuters.com/article/us-tesla-stocks-s-p-500-analysis-idINKBN24A34D,0,0.0,1.0,0.0
Tesla appears poised to electrify S&P 500 - Reuters India,"(Reuters) - Wall Street’s most controversial stock may be about to go mainstream. 
Tesla Inc appears on the verge of joining the S&amp;P 500, a major accomplishment for Chief Executive Officer Elon … [+3850 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-10 04:27:00,https://in.reuters.com/article/tesla-stocks-s-p-500-idINKBN24B0G9,0,0.0,1.0,0.0
"China stock rally pauses on stake cuts, U.S. sanctions - Reuters","* SSEC -1.1%, CSI300 -1.0%, HSI -1.2% 
* HK-&gt;Shanghai Connect daily quota used -0.9%, Shanghai-&gt;HK daily quota used 2.8% 
* FTSE China A50 -1.5% 
SHANGHAI, July 10(Reuters) - Mainland China … [+2321 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-10 05:19:00,https://www.reuters.com/article/china-stocks-midday-idUSL4N2EH17A,0,0.0,0.99,0.01
"China stock rally pauses on stake cuts, U.S. sanctions - Reuters","SHANGHAI, July 10 (Reuters) - Mainland China shares on Friday ended lower for the first time since June 29 after the country’s state funds announced stake cuts in companies, a move that comes followi… [+2327 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-10 07:39:00,https://www.reuters.com/article/china-stocks-close-idUSAZN00JMJT,0,0.0,0.99,0.01
BRIEF-Standard Life Aberdeen Dumps Almost All Of Its Stock In Boohoo - FT - Reuters,"July 10 (Reuters) - 
* BIG SHAREHOLDER STANDARD LIFE ABERDEEN DUMPS BOOHOO - FT 
* STANDARD LIFE ABERDEEN HAS DUMPED ALMOST ALL OF ITS STOCK IN THE FASHION COMPANY BOOHOO - FT Source text : [ID:on.… [+40 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-10 12:56:00,https://www.reuters.com/article/brief-standard-life-aberdeen-dumps-almos-idUSFWN2EH0BY,-1,0.01,0.25,0.74
What do investors bidding up tech shares know that the rest of us don’t?,The biggest story to come out of the post-March stock market boom has been explosive growth in the value of technology shares. Software companies in particular have seen their fortunes recover; since… [+2359 chars],"{'id': 'techcrunch', 'name': 'TechCrunch'}",2020-07-10 14:31:48,http://techcrunch.com/2020/07/10/what-do-investors-bidding-up-tech-shares-know-that-the-rest-of-us-dont/,0,0.01,0.98,0.01
Building a home gym? This is an essential.,"Masks are great and you should 100% be wearing one when social distancing isn't possible, but if we're being honest, going for a run with something covering your nose and mouth isn't exactly ideal. I… [+995 chars]","{'id': 'mashable', 'name': 'Mashable'}",2020-07-10 14:37:55,https://mashable.com/shopping/july-10-treadmills-on-sale/,1,0.64,0.34,0.02
"Elon Musk, Tim Cook, and other male tech execs top list of highest paid CEOs","Elon Musk is number one. 
He tops Bloomberg's list of the highest paid CEOs of 2019, along with plenty of other tech execs, while Wall Street barely cracked the top 10. The first woman appears on th… [+1129 chars]","{'id': 'mashable', 'name': 'Mashable'}",2020-07-10 16:09:50,https://mashable.com/article/elon-musk-tim-cook-highest-paid-ceos/,0,0.01,0.97,0.02
A recapitalization reckoning,"If youre an angel who invested in a startup that was meant to go public in 2014, you might be getting a little bit impatient. High-risk, high-reward investing has lost its shine in this environment: … [+1464 chars]","{'id': 'techcrunch', 'name': 'TechCrunch'}",2020-07-10 18:18:20,http://techcrunch.com/2020/07/10/a-recapitalization-reckoning/,0,0.3,0.42,0.28
BRIEF-Kitov Pharma Files Stock Shelf Of Up To 28 Million Adss By Selling Shareholders - Reuters.com,"July 10 (Reuters) - Kitov Pharma Ltd: 
* KITOV PHARMA LTD FILES STOCK SHELF OF UP TO 28 MILLION ADSS BY SELLING SHAREHOLDERS - SEC FILING Source text (bit.ly/3027qaW) Further company coverage:","{'id': 'reuters', 'name': 'Reuters'}",2020-07-10 21:31:00,https://www.reuters.com/article/brief-kitov-pharma-files-stock-shelf-of-idUSFWN2EH0S1,0,0.0,1.0,0.0
Saudi Aramco to publish second-quarter results on August 9 - Reuters,"DUBAI (Reuters) - Saudi Aramco plans to release its second-quarter earnings on August 9 before the Saudi stock exchange Tadawul opens. 
The company will hold a webcast for the Q2 results on August 1… [+115 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-13 13:31:00,https://www.reuters.com/article/us-saudi-aramco-results-idUSKCN24E1QG,0,0.0,0.99,0.01
More new space consolidation as Voyager Space Holdings acquires Pioneer Astronautics,"It’s beginning to be a sign of the times: smaller or younger space companies getting acquired by larger entities. Today, the company being acquired is Pioneer Astronautics, which has been bought by V… [+2697 chars]","{'id': 'techcrunch', 'name': 'TechCrunch'}",2020-07-13 16:45:05,http://techcrunch.com/2020/07/13/more-new-space-consolidation-as-voyager-space-holdings-acquires-pioneer-astronautics/,0,0.02,0.97,0.01
Chinese stock rally has 'long legs': strategist - Reuters.com,"Posted 
The Shanghai Composite has soared 15% this month, but Invesco's Kristina Hooper says it's not too late to get exposure to Chinese stocks. She tells Reuters' Fred Katayama that they're the ""s… [+34 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-13 19:39:56,https://www.reuters.com/video/watch/idRCV008GPG,0,0.0,1.0,0.0
Tesla taps brake on massive stock rally - Reuters India,"(Reuters) - Shares of Tesla ended down 3.1% on Monday, tapping the brakes on a rally that has boosted the electric car maker’s stock by over 40% in two weeks. 
Shares of Tesla surged 16% early in th… [+2009 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-14 02:07:00,https://in.reuters.com/article/tesla-stocks-idINKCN24F063,0,0.01,0.99,0.0
Abengoa stock trading suspended ahead of debt restructuring deadline - Reuters,MADRID (Reuters) - The Spanish stock market regulator suspended on Tuesday the trading of shares of renewable energy company Abengoa (ABG.MC) ahead of a deadline for the company’s debt restructuring … [+1027 chars],"{'id': 'reuters', 'name': 'Reuters'}",2020-07-14 12:47:00,https://www.reuters.com/article/uk-spain-abengoa-stock-idUSKCN24F1L4,-1,0.0,0.48,0.52
Abengoa stock trading suspended ahead of debt restructuring deadline - Reuters,"MADRID (Reuters) - Spanish engineering and renewables group Abengoa (ABG.MC) is in advanced talks with Spanish banks ahead of a deadline on Tuesday to restructure part of its debts, two sources with … [+1572 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-14 14:41:00,https://www.reuters.com/article/us-spain-abengoa-stock-idUSKCN24F1L4,-1,0.0,0.48,0.52
Sony’s WH-1000XM3 wireless noise-canceling headphones are over $100 off at Woot,"Down to $220 today only or until it sells out
Photo by James Bareham / The Verge
If you buy something from a Verge link, Vox Media may earn a commission. See our ethics statement.
Sonys WH-1000XM3… [+899 chars]","{'id': 'the-verge', 'name': 'The Verge'}",2020-07-14 18:04:34,https://www.theverge.com/2020/7/14/21324434/sony-wh1000xm3-wireless-noise-canceling-headphones-deal-sale-woot,-1,0.0,0.01,0.99
"UPDATE 1-Italy's Cucinelli sees 10% sales drop in 2020, to donate unsold stock - Reuters India","(Adds details, quotes from conference call) 
July 14 (Reuters) - Italy’s Brunello Cucinelli expects to limit its drop in sales this year caused by the coronavirus crisis to 10% and said it would wri… [+1650 chars]","{'id': 'reuters', 'name': 'Reuters'}",2020-07-14 18:08:00,https://in.reuters.com/article/cucinelli-results-idINL5N2EL5NK,0,0.0,1.0,0.0
